-1.141875988070309850e-01,-6.447144875429342004e-02,6.921402213758501287e-02,-1.903173095367797774e-01,-1.231755758395043365e+00,-7.637612357507311822e-01,-1.779115089492946389e+00,-1.564533515068649461e+00,-4.921299366051655744e-01
2.308835859362934617e-01,-5.552998345581998674e-01,2.644777621731126405e-01,-5.136563325750995723e-01,-6.718493476115305896e-01,-5.250381105502375245e-01,-8.950750142379193530e-01,-3.840833899645842431e-01,-6.491519227123183633e-01
-7.733246292839731639e-01,-6.253667408043405151e-01,6.159524942370756539e-01,-3.260001143679381319e-01,-1.662696326282564474e-02,-2.560155117666040869e-01,6.418275648645387077e-02,-1.274637975506552889e-01,4.683742111398055824e-02
-7.017241954885124200e-02,3.305395494460603989e-01,4.987942502157546310e-01,-6.065645582560962312e-01,-2.566153998714579831e-01,-6.962760445882839599e-01,-5.003670700884849804e-02,4.370993057599814602e-01,-7.467601843464944933e-01
4.227519191022435785e-01,6.517636594471999389e-01,6.940579902512822308e-01,-6.456596037159214596e-01,-2.394305492848558536e-01,-8.762365543548101821e-01,2.991219781480524698e-01,1.309605919967335108e+00,-7.085656471852952443e-01
-1.021610521707010832e+00,6.940760765270231891e-01,9.283744782939241658e-01,-3.170312509977429860e-01,-3.189604391851583731e-01,-8.289510122477892207e-01,3.009792052247647898e-01,1.001662409070621873e+00,-1.966709703107418286e-03
-1.849527254880087290e-01,2.503772986163379025e-02,7.721634862654888076e-01,-3.853654481039920504e-02,-2.402044549536078849e-02,-9.689713068365404247e-01,3.149084080726066159e-01,-1.274637975506552889e-01,-2.014270704338151086e-01
-4.796858304273387552e-01,-7.031983281541381858e-01,1.045532722315223095e+00,-2.363114806659860068e-01,1.684099162366695102e-01,2.419978905144315906e+00,7.977874407377869570e-01,7.450428166566948063e-01,-3.839120813151007949e-01
-2.611893825824641580e-01,-1.055088512904296838e+00,7.721634862654888076e-01,-6.360336807581667973e-02,8.348478255942191895e-02,-6.053776238388651754e-01,6.761390690656365887e-01,7.450428166566948063e-01,-3.839120813151007949e-01
3.046190240944011696e-01,-5.780409075788491835e-01,1.162690966336543896e+00,-2.731068175693510125e-01,-1.245318390115239399e-01,-7.180824839094829271e-01,8.590759333592912217e-01,7.450428166566948063e-01,-8.082958275506488821e-01
3.984948009358257881e-01,-1.533325516245613029e-01,8.893217302868098306e-01,7.920853328036867036e-02,-9.855473929864792815e-02,-5.376628912098789792e-01,4.346995527330464459e-01,-3.840833899645842431e-01,5.200252981666169116e-01
1.118730587696602052e+00,1.331088340432062589e+00,6.159524942370756539e-01,1.435675198818788835e-02,-3.838237253345434460e-03,3.093451203187961296e-01,6.417803686339595970e-01,1.804797133460543379e-01,-5.727628483899197542e-01
8.983993401244326493e-02,3.216118644885570532e-01,5.378469982228689661e-01,5.184200145849102159e-02,-1.998654281746684303e-01,-6.705674003359231028e-01,3.845544223768152525e-01,-3.840833899645842431e-01,-1.398914272296605810e-01
-7.446902867867734033e-01,2.397628089578295540e+00,1.006479974308130743e+00,-1.305248870688116569e-01,-2.220458748582879172e-01,-2.991693074759241844e-01,5.489190162283488217e-01,1.001662409070621873e+00,-3.379549067077353142e-02
-2.739562868805786033e-01,-5.269611261662354718e-01,1.201743714343658453e+00,-4.662823363120171538e-01,-3.527306688104972499e-01,-3.877723135599535076e-01,7.801437838015222725e-01,4.370993057599814602e-01,-5.897381982393417044e-01
8.495830885080820627e-01,5.065778088029712634e-02,1.084585470322337430e+00,1.417178971428977974e+00,2.807109165485037749e-01,1.034237071648757000e+00,1.147874739465546190e+00,1.804797133460543379e-01,1.168607392428460956e-01
3.792226117447805578e-01,-4.832914183738045710e-01,9.283744782939241658e-01,-3.305995314808587993e-01,-1.712906185002947557e-01,-3.051373856059365064e-01,9.259361071459352166e-01,4.370993057599814602e-01,-7.170533221100061638e-01
8.363996183611547286e-01,8.279995027857410816e-01,1.162690966336543896e+00,-1.094004213287556870e-02,1.646132632074129853e-01,-1.091089731816848873e-01,1.147874739465546190e+00,-1.274637975506552889e-01,-5.409340674222535839e-01
7.087305753800091646e-01,1.094910245892778855e+00,8.893217302868098306e-01,-2.271126464401448108e-01,-6.992252142321312425e-01,-3.863950647607199418e-01,5.266322916328007864e-01,1.804797133460543379e-01,-5.303244737663649344e-01
-7.503551578035030922e-02,-1.084590225150107390e+00,1.279849210357864919e+00,-3.701545186519761277e-01,-8.676513250297682167e-02,4.330679707832828518e-01,1.317811014417215265e+00,7.450428166566948063e-01,-2.820599822185692607e-01
4.238462251849389739e-01,7.010636101956337907e-01,1.162690966336543896e+00,-8.453071593960542751e-02,-7.477570186733988045e-02,2.250347761372041511e+00,7.429992428522783632e-01,1.804797133460543379e-01,-7.616136154647387135e-01
-1.616075290571707401e-01,-5.143384947683188324e-02,1.318901958364979476e+00,-5.490718443445884445e-01,-7.166098886586992345e-01,1.307618593515036398e-01,4.672010260880111177e-01,1.804797133460543379e-01,-4.963737740675210341e-01
6.587572642702466119e-01,1.257720695061552152e-01,1.318901958364979476e+00,-9.602925872190698486e-02,-5.107913293833092894e-01,-3.331414445236867139e-01,9.296505612343580749e-01,4.370993057599814602e-01,-5.833724420458084037e-01
2.400028032920895893e-01,-3.228403633226279434e-01,9.283744782939241658e-01,2.118590081149372750e+00,2.711193720344006741e-01,1.314504837511204782e-01,1.146017512453835652e+00,4.370993057599814602e-01,3.927101742959523967e-01
-1.179129801616899842e+00,-2.936294020402790417e-01,6.940579902512822308e-01,5.503761076258951945e+00,4.825329989406874631e-01,2.246216014974341313e+00,8.878629526258330351e-01,1.804797133460543379e-01,4.797088422742396552e-01
5.798322487039939133e-02,-1.010834585886219106e+00,5.768997462299612078e-01,1.247460479962206881e+00,4.659476199019507159e-01,1.867013512252018170e+00,6.501378903816656951e-01,-1.274637975506552889e-01,1.109918705434028707e+00
8.316576253361405158e-01,1.559341433242976027e+00,1.084585470322337430e+00,-4.143089229360140680e-01,8.608249252091756953e-02,1.277551026180029359e+00,8.349319817520349796e-01,4.370993057599814602e-01,-6.979560535294064838e-01
1.046736177320755495e-01,-3.383031517112053965e-01,1.084585470322337430e+00,-5.950660154737946739e-01,-6.378539044551205517e-02,-5.792098966534264814e-01,8.609331604360058732e-01,4.370993057599814602e-01,-6.915902973358731831e-01
1.112894288588892389e+00,-3.103543756861261160e-01,1.201743714343658453e+00,-7.629447400953972558e-01,-9.012471204782647183e-01,-5.897688041142175042e-01,2.183326015135688969e-01,1.804797133460543379e-01,-6.210547165462960463e-03
9.772003343346464810e-01,-9.727285472310540637e-01,4.987942502157546310e-01,-8.223100738314509384e-02,-5.623458811291316417e-01,-5.888506382480618306e-01,1.965650359095490532e-03,-3.840833899645842431e-01,-6.279327354005409534e-01
-1.083622559554574261e-02,-3.592657527170364795e-01,3.035305101802270311e-01,9.254684290783844747e-02,-1.099446984004034261e-01,-2.773628681547251618e-01,-3.518361024570888507e-01,-6.920269008612957018e-01,-2.650846323691473105e-01
-2.075683845303830932e-01,8.634860654710282413e-01,3.816360061944336080e-01,7.249666959344240880e-01,-3.165625530496386508e-01,-8.202284365193095450e-01,-3.824803488003430396e-01,-1.564533515068649461e+00,6.324869909190370398e-01
-1.233068161628270848e-01,-1.609029458694566928e-01,1.473195181518138219e-01,-8.319359967892065999e-01,-1.881183251258901734e+00,-1.048851737192090239e+00,-2.037269649320950116e+00,-1.564533515068649461e+00,-7.722232091206274740e-01
1.129916584473915631e+00,7.829697869819786105e-01,1.082667701446994174e-01,-1.831882130117527818e-01,-2.921840440844511999e-01,1.550932548046309589e-01,-5.171293098144787992e-01,-9.486464932752227686e-01,-4.114970248204113945e-01
1.198250163039144001e+00,-4.342496110041454971e-01,-1.651024659050347732e-01,-8.006599604213463506e-01,-1.747101451971349473e+00,-1.048851737192090239e+00,-1.993624813635710424e+00,-1.821153107482576416e+00,-3.881559187774563102e-01
6.017183703579041809e-02,-7.028097544366149751e-01,-7.118409380045254142e-01,-8.158380368939845972e-01,-1.291503087733258281e+00,-1.048851737192090239e+00,-2.105058436613446826e+00,-1.564533515068649461e+00,-7.191752408411838937e-01
-3.918980430926434777e-01,6.612742049809884337e-01,3.016127413049281974e-02,-3.207107846880795088e-01,-7.753580987831070193e-01,-6.850285127278760156e-01,-1.351024254778276479e+00,-2.129096618379287875e+00,-1.589886958102602887e-01
-1.175390922501023283e+00,7.705490145148509162e-01,1.473195181518138219e-01,-2.961039031339541272e-01,-5.135888631987567399e-01,-1.048851737192090239e+00,-1.268377651067079448e+00,-1.564533515068649461e+00,-4.815203429492768694e-01
1.408356930916686123e+00,2.418401258498666939e-01,1.082667701446994174e-01,-9.101260877088571677e-01,-1.479137677222224889e+00,-1.048851737192090239e+00,-1.866404760798421547e+00,-1.564533515068649461e+00,-6.873464598735178344e-01
-3.396146518423105998e-01,5.519993954471252851e-01,-2.822607099263557684e-01,-7.951406598858415942e-01,-1.452960753655397230e+00,-1.048851737192090239e+00,-1.758685591974111784e+00,-1.256590004171936004e+00,-7.064437284541174034e-01
1.764371176486965842e+00,7.039751957783350056e-01,-2.822607099263557684e-01,-4.734114328370440661e-01,-8.920552236580772121e-01,-1.048851737192090239e+00,-1.435528085501184048e+00,-1.256590004171936004e+00,-6.767368662176289629e-01
-4.891698164773666813e-01,9.920088605159165240e-01,-6.337354419902965219e-01,-4.340864165215728154e-01,-4.582376584236778072e-01,-6.345293900893100858e-01,-1.488459056374980882e+00,-1.274637975506552889e-01,-7.128094846476505930e-01
-8.052418900292596105e-01,-1.287935199208030124e+00,3.016127413049281974e-02,-3.237004058114778537e-01,-3.401417666409828344e-01,-1.048851737192090239e+00,-1.114227806039965518e+00,-1.274637975506552889e-01,-4.539353994439662143e-01
2.330721981016845024e-01,-8.927489352399823330e-01,3.016127413049281974e-02,-3.788934111665253068e-01,-5.867243900943190926e-01,-3.191394150648115824e-01,-1.271163491649648147e+00,-9.486464932752227686e-01,-1.802078831220376987e-01
5.288996091237100350e-01,6.040166449194983578e-01,2.644777621731126405e-01,-7.353482374178735848e-01,-6.792428298440676970e-01,-1.048851737192090239e+00,-1.189445501509310610e+00,-6.920269008612957018e-01,-6.003477918952303538e-01
-7.446902867867734033e-01,1.361562265796897597e-01,-8.891473876621579578e-03,-6.187530136053358554e-01,-5.641442957167840389e-01,-1.048851737192090239e+00,-1.275806559308931609e+00,-3.840833899645842431e-01,-7.552478592712054128e-01
-7.552211721845540626e-02,-7.637546888664910050e-01,-1.260497178979425870e-01,-6.709563978369847970e-01,-5.999127637837290417e-01,-1.048851737192090239e+00,-1.302736351498757550e+00,-1.274637975506552889e-01,-7.106875659164728631e-01
